pair_id,section_code,left_bundle_id,left_crc32,right_bundle_id,right_crc32,detailed_similarity_v0,feature_cosine_v0,subvector_volume_cosine,subvector_volume_centered_cosine,subvector_density_cosine,subvector_density_centered_cosine,subvector_text_cosine,subvector_text_centered_cosine,subvector_tables_cosine,subvector_tables_centered_cosine,subvector_graphics_cosine,subvector_graphics_centered_cosine,subvector_element_mix_cosine,subvector_element_mix_centered_cosine,page_signature_jaccard,table_layout_jaccard,table_content_jaccard,exact_text_segment_jaccard,same_page_number_exact_match_count,shared_page_signature_count,shared_table_layout_signature_count,shared_table_content_signature_count,shared_text_unique_segment_count,result_path
ИОС5.4.1__1724_25__1725_25,ИОС5.4.1,doc_c8e972bf,C8E972BF,doc_10be5f2b,10BE5F2B,0.5514,0.9998,0.9999,0.9821,1.0,0.9952,1.0,0.9962,0.9994,0.6595,0.9977,0.7326,0.9896,0.8697,0.2083,0.2188,0.3929,0.4538,10,4,6,10,314,E:\repos\DocSpectrum\samples\detailed_comparison_results_v0_ios541\ИОС5.4.1__1724_25__1725_25.json
