object_id,bundle_id,section_code,crc32,page_id,page_number,page_size_key,element_count,text_count,line_count,frame_count,image_count,table_count,page_signature,page_signature_source
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_13,13,1191.0x842.0r90,8468,109,4947,3,2,2,69195076c3f5723a378a1e21a2bce754648ff3dd,size:1191.0x842.0r90|elements:8468|text:109|lines:4947|frames:3|images:2|tables:2|groups:frames:3:30613.5:0.0:0:0;images:2:1304.9:0.0:0:0;lines:4947:64001.9:17245.9:0:0;other_vector:3405:14434.7:0.0:0:0;tables:2:192158.6:0.0:2:66;text:109:36518.4:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_14,14,1191.0x842.0r270,457,16,206,0,3,1,00dad965dcaa3cfd352ec38b9dafa6aaf2c4afe5,size:1191.0x842.0r270|elements:457|text:16|lines:206|frames:0|images:3|tables:1|groups:frames:0:0.0:0.0:0:0;images:3:690019.1:0.0:0:0;lines:206:1007.2:598.0:0:0;other_vector:231:344.5:0.0:0:0;tables:1:65745.1:0.0:1:60;text:16:13988.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_15,15,1191.0x842.0r90,428,16,189,0,3,1,777b7559b16a807270421b331e4c9a9d3497a73c,size:1191.0x842.0r90|elements:428|text:16|lines:189|frames:0|images:3|tables:1|groups:frames:0:0.0:0.0:0:0;images:3:664553.6:0.0:0:0;lines:189:846.6:561.4:0:0;other_vector:219:293.9:0.0:0:0;tables:1:60021.9:0.0:1:61;text:16:13939.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_16,16,1191.0x842.0r90,428,16,189,0,3,1,38aded57ac2ba03edee672164f70bcd5b563ef5b,size:1191.0x842.0r90|elements:428|text:16|lines:189|frames:0|images:3|tables:1|groups:frames:0:0.0:0.0:0:0;images:3:663317.6:0.0:0:0;lines:189:846.6:561.4:0:0;other_vector:219:293.9:0.0:0:0;tables:1:60021.9:0.0:1:61;text:16:13943.8:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_17,17,1191.0x842.0r90,428,16,189,0,3,1,79efcd19c3cffbc0027a4e6e22fa7dff7a31b299,size:1191.0x842.0r90|elements:428|text:16|lines:189|frames:0|images:3|tables:1|groups:frames:0:0.0:0.0:0:0;images:3:387888.5:0.0:0:0;lines:189:846.6:561.4:0:0;other_vector:219:293.9:0.0:0:0;tables:1:60021.9:0.0:1:61;text:16:13938.9:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_18,18,595.2x841.9r0,176,170,0,1,2,3,195e27d3ea63844ffdd7c2c32f07fb73b78f33b3,size:595.2x841.9r0|elements:176|text:170|lines:0|frames:1|images:2|tables:3|groups:frames:1:4553.6:0.0:0:0;images:2:50380.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:3:303520.1:0.0:3:11;text:170:59251.9:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_19,19,595.2x841.7r270,1,0,0,0,1,0,1d36ae478e03ccc99fd530c51f16d1bb54777ba1,size:595.2x841.7r270|elements:1|text:0|lines:0|frames:0|images:1|tables:0|groups:frames:0:0.0:0.0:0:0;images:1:500967.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:0:0.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_20,20,595.2x841.7r270,1,0,0,0,1,0,1d36ae478e03ccc99fd530c51f16d1bb54777ba1,size:595.2x841.7r270|elements:1|text:0|lines:0|frames:0|images:1|tables:0|groups:frames:0:0.0:0.0:0:0;images:1:500967.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:0:0.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_21,21,595.2x841.7r270,1,0,0,0,1,0,1d36ae478e03ccc99fd530c51f16d1bb54777ba1,size:595.2x841.7r270|elements:1|text:0|lines:0|frames:0|images:1|tables:0|groups:frames:0:0.0:0.0:0:0;images:1:500967.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:0:0.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_22,22,595.2x841.7r270,1,0,0,0,1,0,1d36ae478e03ccc99fd530c51f16d1bb54777ba1,size:595.2x841.7r270|elements:1|text:0|lines:0|frames:0|images:1|tables:0|groups:frames:0:0.0:0.0:0:0;images:1:500967.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:0:0.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_23,23,595.2x841.7r270,1,0,0,0,1,0,1d36ae478e03ccc99fd530c51f16d1bb54777ba1,size:595.2x841.7r270|elements:1|text:0|lines:0|frames:0|images:1|tables:0|groups:frames:0:0.0:0.0:0:0;images:1:500967.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:0:0.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_24,24,595.2x841.7r270,1,0,0,0,1,0,1d36ae478e03ccc99fd530c51f16d1bb54777ba1,size:595.2x841.7r270|elements:1|text:0|lines:0|frames:0|images:1|tables:0|groups:frames:0:0.0:0.0:0:0;images:1:500967.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:0:0.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_25,25,595.2x841.7r270,1,0,0,0,1,0,1d36ae478e03ccc99fd530c51f16d1bb54777ba1,size:595.2x841.7r270|elements:1|text:0|lines:0|frames:0|images:1|tables:0|groups:frames:0:0.0:0.0:0:0;images:1:500967.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:0:0.0:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_26,26,596.0x842.5r0,71,59,11,1,0,0,429dfd0b845a498e822323d59ee1f0bdbf03f720,size:596.0x842.5r0|elements:71|text:59|lines:11|frames:1|images:0|tables:0|groups:frames:1:1107.9:0.0:0:0;images:0:0.0:0.0:0:0;lines:11:0.0:456.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:59:181499.5:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_27,27,596.0x842.5r0,73,73,0,0,0,0,01c64fcf46a18779e9fe1338f98d178a7aa5e4b2,size:596.0x842.5r0|elements:73|text:73|lines:0|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:73:229286.8:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_28,28,596.0x842.5r0,70,70,0,0,0,0,5036794f2e43f72d6cce8727823c48f7dad211d6,size:596.0x842.5r0|elements:70|text:70|lines:0|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:70:188820.4:0.0:0:0
1724_25,doc_c8e972bf,ИОС5.4.1,C8E972BF,doc_c8e972bf_p_29,29,596.0x842.5r0,47,46,0,0,1,0,359953b806ff155a9f8f2a518d9f68dfb9535f4e,size:596.0x842.5r0|elements:47|text:46|lines:0|frames:0|images:1|tables:0|groups:frames:0:0.0:0.0:0:0;images:1:8569.2:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:46:194840.6:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_1,1,595.4x842.0r0,39,34,0,3,1,1,093545ab8f6d9aa0e5f5b641e835b819cbabdb17,size:595.4x842.0r0|elements:39|text:34|lines:0|frames:3|images:1|tables:1|groups:frames:3:6333.3:0.0:0:0;images:1:5489.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:9296.8:0.0:1:2;text:34:141842.5:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_2,2,595.4x842.0r0,44,38,0,3,2,1,45d5fd52eec340ce0473a504399c00d85bb7f713,size:595.4x842.0r0|elements:44|text:38|lines:0|frames:3|images:2|tables:1|groups:frames:3:6333.3:0.0:0:0;images:2:8614.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:9296.8:0.0:1:2;text:38:148718.8:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_3,3,595.3x841.9r0,37,32,0,1,3,1,cdfaa77c789b0aadba03f304df52e5f21d8c9820,size:595.3x841.9r0|elements:37|text:32|lines:0|frames:1|images:3|tables:1|groups:frames:1:417112.6:0.0:0:0;images:3:61626.1:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:66583.1:0.0:1:21;text:32:31630.4:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_4,4,595.3x841.9r0,69,65,0,1,2,1,6f053150beed2539c7d3f5a88b09e1ba7656a566,size:595.3x841.9r0|elements:69|text:65|lines:0|frames:1|images:2|tables:1|groups:frames:1:416261.6:0.0:0:0;images:2:25161.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:196500.3:0.0:1:44;text:65:137727.1:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_5,5,595.3x841.9r0,88,83,0,4,0,1,25cea667b537b8d675fdbefaf463d3c225843283,size:595.3x841.9r0|elements:88|text:83|lines:0|frames:4|images:0|tables:1|groups:frames:4:19312.8:0.0:0:0;images:0:0.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:447642.8:0.0:1:143;text:83:148161.0:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_6,6,595.3x841.9r0,46,30,0,14,1,1,921033b211cdcc06d504a6dda9272573d5c74a12,size:595.3x841.9r0|elements:46|text:30|lines:0|frames:14|images:1|tables:1|groups:frames:14:18453.0:0.0:0:0;images:1:500888.4:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:98260.6:0.0:1:63;text:30:26487.1:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_7,7,595.3x841.9r0,55,52,0,0,2,1,6e56584673f862adfe48a27402f46e909632efed,size:595.3x841.9r0|elements:55|text:52|lines:0|frames:0|images:2|tables:1|groups:frames:0:0.0:0.0:0:0;images:2:61335.4:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:143205.4:0.0:1:7;text:52:168047.0:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_8,8,595.3x841.9r0,83,82,0,0,0,1,4109d38708e9895ca34b87bf29663b2d56560182,size:595.3x841.9r0|elements:83|text:82|lines:0|frames:0|images:0|tables:1|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:142730.7:0.0:1:27;text:82:206939.5:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_9,9,595.3x841.9r0,43,42,0,0,0,1,7044b3f7c0ea2dd59367d1a6f22fda8a5b41bd27,size:595.3x841.9r0|elements:43|text:42|lines:0|frames:0|images:0|tables:1|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:142730.7:0.0:1:27;text:42:106590.6:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_10,10,1191.0x842.0r270,6557,81,4668,3,0,1,cd0a8ffd577e4e88140669c0df93f5a6fe00cca3,size:1191.0x842.0r270|elements:6557|text:81|lines:4668|frames:3|images:0|tables:1|groups:frames:3:187573.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:4668:311434.4:13923.8:0:0;other_vector:1804:14995.5:0.0:0:0;tables:1:22025.4:0.0:1:21;text:81:8627.3:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_11,11,1191.0x842.0r270,1245,158,791,4,2,2,163e1bdd43b9af512f3a55e3206f1fd9ab4b3d30,size:1191.0x842.0r270|elements:1245|text:158|lines:791|frames:4|images:2|tables:2|groups:frames:4:2042799.7:0.0:0:0;images:2:18985.0:0.0:0:0;lines:791:25517.4:4539.1:0:0;other_vector:288:2071.3:0.0:0:0;tables:2:751601.1:0.0:2:187;text:158:53403.2:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_12,12,1191.0x842.0r270,1225,188,507,3,2,3,8e626b5c4f6830397ff7b5d0543028a79e5f64a3,size:1191.0x842.0r270|elements:1225|text:188|lines:507|frames:3|images:2|tables:3|groups:frames:3:285532.2:0.0:0:0;images:2:9418.9:0.0:0:0;lines:507:14871.5:3271.4:0:0;other_vector:522:1848.3:0.0:0:0;tables:3:376676.8:0.0:3:171;text:188:62407.3:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_13,13,1191.0x842.0r270,774,152,203,8,0,3,1d289a29adced92b2101d774c1cfeb92d4607b21,size:1191.0x842.0r270|elements:774|text:152|lines:203|frames:8|images:0|tables:3|groups:frames:8:1266912.6:0.0:0:0;images:0:0.0:0.0:0:0;lines:203:2628.5:1467.0:0:0;other_vector:408:602.3:0.0:0:0;tables:3:30370.3:0.0:3:30;text:152:34255.5:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_14,14,1191.0x842.0r270,667,121,155,6,0,2,d9676c47d0714b500a8e6361a7856447e317f693,size:1191.0x842.0r270|elements:667|text:121|lines:155|frames:6|images:0|tables:2|groups:frames:6:646244.4:0.0:0:0;images:0:0.0:0.0:0:0;lines:155:4296.0:785.7:0:0;other_vector:383:477.2:0.0:0:0;tables:2:38875.1:0.0:2:29;text:121:31375.3:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_15,15,1191.0x842.0r270,2770,40,1596,3,1,1,a88771d92913ec864c2f800fd1d288841299b4c5,size:1191.0x842.0r270|elements:2770|text:40|lines:1596|frames:3|images:1|tables:1|groups:frames:3:143785.3:0.0:0:0;images:1:652.3:0.0:0:0;lines:1596:202182.7:5780.8:0:0;other_vector:1129:5147.0:0.0:0:0;tables:1:60197.7:0.0:1:50;text:40:17458.8:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_16,16,1191.0x842.0r270,3206,44,1944,3,1,1,20ac040887165f8d7d5ec321bb8f3a68f7d8375a,size:1191.0x842.0r270|elements:3206|text:44|lines:1944|frames:3|images:1|tables:1|groups:frames:3:143653.5:0.0:0:0;images:1:652.3:0.0:0:0;lines:1944:200237.2:6917.1:0:0;other_vector:1213:6603.7:0.0:0:0;tables:1:59541.2:0.0:1:50;text:44:17703.8:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_17,17,1191.0x842.0r270,1679,30,777,6,1,1,6f247b4656349d65770289b19b5c509b83dabbda,size:1191.0x842.0r270|elements:1679|text:30|lines:777|frames:6|images:1|tables:1|groups:frames:6:333890.7:0.0:0:0;images:1:652.3:0.0:0:0;lines:777:463032.1:3122.6:0:0;other_vector:864:7965.8:0.0:0:0;tables:1:59557.4:0.0:1:50;text:30:19280.9:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_18,18,1191.0x842.0r270,2775,29,1535,3,1,1,c25ffa969ee842ee0b81cf2db96fd3c11f6fabe2,size:1191.0x842.0r270|elements:2775|text:29|lines:1535|frames:3|images:1|tables:1|groups:frames:3:24589.7:0.0:0:0;images:1:652.3:0.0:0:0;lines:1535:183281.2:6918.0:0:0;other_vector:1206:52881.0:0.0:0:0;tables:1:59575.6:0.0:1:50;text:29:18726.4:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_19,19,1191.0x842.0r270,898,29,402,2,2,1,381e09650dc91dbcc1c3bf93092e5c6afb09679d,size:1191.0x842.0r270|elements:898|text:29|lines:402|frames:2|images:2|tables:1|groups:frames:2:13282.5:0.0:0:0;images:2:662536.1:0.0:0:0;lines:402:2626.3:838.5:0:0;other_vector:462:698.7:0.0:0:0;tables:1:58993.7:0.0:1:50;text:29:18067.6:0.0:0:0
1724_25,doc_48ee9de4,ИОС5.5.1,48EE9DE4,doc_48ee9de4_p_20,20,1191.0x842.0r270,365,29,159,2,2,1,d8667b34fddcd4fc8680bcb56dfee2adac080519,size:1191.0x842.0r270|elements:365|text:29|lines:159|frames:2|images:2|tables:1|groups:frames:2:13155.2:0.0:0:0;images:2:222990.3:0.0:0:0;lines:159:892.2:419.0:0:0;other_vector:172:232.9:0.0:0:0;tables:1:58420.5:0.0:1:50;text:29:17968.9:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_1,1,595.4x842.0r0,29,24,0,3,1,1,d3d67a64fcf41fc7be0c41bde51499fd41e9ea12,size:595.4x842.0r0|elements:29|text:24|lines:0|frames:3|images:1|tables:1|groups:frames:3:6333.3:0.0:0:0;images:1:5489.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:9296.8:0.0:1:2;text:24:133842.9:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_2,2,595.4x842.0r0,32,26,0,3,2,1,6972b25a5d5f49df5be0fc8ec5bfdf00c9f10670,size:595.4x842.0r0|elements:32|text:26|lines:0|frames:3|images:2|tables:1|groups:frames:3:6333.3:0.0:0:0;images:2:7422.9:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:9296.8:0.0:1:2;text:26:142418.7:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_3,3,595.3x841.9r0,66,61,0,2,2,1,8f0088f35759f5d1863faa668684e11bb3877592,size:595.3x841.9r0|elements:66|text:61|lines:0|frames:2|images:2|tables:1|groups:frames:2:22725.3:0.0:0:0;images:2:25161.5:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:196500.3:0.0:1:44;text:61:131314.3:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_4,4,595.6x842.0r0,44,39,0,2,2,1,d6a74ae83e70f037a09088722f16245eefae9c2f,size:595.6x842.0r0|elements:44|text:39|lines:0|frames:2|images:2|tables:1|groups:frames:2:22725.3:0.0:0:0;images:2:25254.2:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:93298.5:0.0:1:18;text:39:36998.1:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_5,5,595.3x841.9r0,74,72,0,0,0,2,e59fb92fd3f8c9af9871c60639410edae945a9ec,size:595.3x841.9r0|elements:74|text:72|lines:0|frames:0|images:0|tables:2|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:2:62922.1:0.0:2:28;text:72:250976.4:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_6,6,595.3x841.9r0,74,73,0,0,0,1,5adc80a31c642461050ce988b93ecd58af3ad110,size:595.3x841.9r0|elements:74|text:73|lines:0|frames:0|images:0|tables:1|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:20640.7:0.0:1:20;text:73:297370.6:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_7,7,595.3x841.9r0,53,51,0,0,1,1,c9b96d23d9a524ae25131e3b154bd769bb0576b7,size:595.3x841.9r0|elements:53|text:51|lines:0|frames:0|images:1|tables:1|groups:frames:0:0.0:0.0:0:0;images:1:1292.1:0.0:0:0;lines:0:0.0:0.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:20640.7:0.0:1:20;text:51:97799.9:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_8,8,595.2x841.8r0,293,276,9,0,3,1,9afdaf78f9f48d88dbc360b515509e74876fc723,size:595.2x841.8r0|elements:293|text:276|lines:9|frames:0|images:3|tables:1|groups:frames:0:0.0:0.0:0:0;images:3:4430.3:0.0:0:0;lines:9:0.0:1564.9:0:0;other_vector:4:8.1:0.0:0:0;tables:1:308041.2:0.0:1:288;text:276:96872.8:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_9,9,595.2x841.8r0,260,244,15,0,0,1,51d81d7dd63fe543dd3e7cd5b4d200ad0b53f915,size:595.2x841.8r0|elements:260|text:244|lines:15|frames:0|images:0|tables:1|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:15:0.0:5538.0:0:0;other_vector:0:0.0:0.0:0:0;tables:1:29062.9:0.0:1:26;text:244:101299.1:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_10,10,595.2x841.8r0,449,438,11,0,0,0,bc3034020f515a04dfc89b00b205f83040f54a38,size:595.2x841.8r0|elements:449|text:438|lines:11|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:11:0.0:5654.9:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:438:94554.4:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_11,11,595.2x841.8r0,466,454,12,0,0,0,859ee4983d0b442f89826f4eb1560c68d2e08867,size:595.2x841.8r0|elements:466|text:454|lines:12|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:12:0.0:5891.5:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:454:94676.2:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_12,12,595.2x841.8r0,452,443,9,0,0,0,f64f59ee150875f9fc0cb79aa17ca7ca5841a04c,size:595.2x841.8r0|elements:452|text:443|lines:9|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:9:0.0:4645.8:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:443:102518.6:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_13,13,595.2x841.8r0,411,403,8,0,0,0,596e41e39d08eaa6bccb0c88d6ff34f250e1185f,size:595.2x841.8r0|elements:411|text:403|lines:8|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:8:0.0:3733.4:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:403:92676.9:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_14,14,595.2x841.8r0,348,346,2,0,0,0,d15a51e393d9a4cd1f3468fb6b4db616b993779c,size:595.2x841.8r0|elements:348|text:346|lines:2|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:2:0.0:1079.0:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:346:91445.7:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_15,15,595.2x841.8r0,454,445,9,0,0,0,fe5de49871032e76c6e667a569ebd9e292019170,size:595.2x841.8r0|elements:454|text:445|lines:9|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:9:0.0:4645.8:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:445:95153.8:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_16,16,595.2x841.8r0,465,455,10,0,0,0,1046c9b15f61f600e39cab1b97e65275f5d7ee8f,size:595.2x841.8r0|elements:465|text:455|lines:10|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:10:0.0:5185.3:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:455:98837.6:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_17,17,595.2x841.8r0,443,433,10,0,0,0,8e4489f03ac9705e90871430ac7d4dc14071c6e0,size:595.2x841.8r0|elements:443|text:433|lines:10|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:10:0.0:5185.3:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:433:100400.5:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_18,18,595.2x841.8r0,455,449,6,0,0,0,6d077caa155d6bc575e80b52af02831d63440be3,size:595.2x841.8r0|elements:455|text:449|lines:6|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:6:0.0:3097.2:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:449:98134.0:0.0:0:0
1724_25,doc_b44ce08b,СМ,B44CE08B,doc_b44ce08b_p_19,19,595.2x841.8r0,470,464,6,0,0,0,0ecd3a4b319434251b8bf714188938de5c9a2ec7,size:595.2x841.8r0|elements:470|text:464|lines:6|frames:0|images:0|tables:0|groups:frames:0:0.0:0.0:0:0;images:0:0.0:0.0:0:0;lines:6:0.0:3097.2:0:0;other_vector:0:0.0:0.0:0:0;tables:0:0.0:0.0:0:0;text:464:100339.6:0.0:0:0
