signature_type,signature,occurrence_count,document_count,object_count,sections,objects,documents
table_layout,2b31a4437e93cdfa205f1fd99df15ece0d21de8d,32,16,2,АР|ИД|ИОС5.1|ИОС5.4.1|ИОС5.5.1|КР|ПОКР|СМ,1724_25|1725_25,1724_25:doc_34536dc1|1724_25:doc_48ee9de4|1724_25:doc_5efb363f|1724_25:doc_801fee11|1724_25:doc_984f5a08|1724_25:doc_a624e984|1724_25:doc_b44ce08b|1724_25:doc_c8e972bf|1725_25:doc_10be5f2b|1725_25:doc_32fcaa56|1725_25:doc_3555e5a4|1725_25:doc_726dfa3d|1725_25:doc_93cc45b2|1725_25:doc_96e96f2d|1725_25:doc_c985f0bc|1725_25:doc_df6a5246
table_layout,44462779ede31506fdf1b4d0626e387e4cda8745,16,16,2,АР|ИД|ИОС5.1|ИОС5.4.1|ИОС5.5.1|КР|ПОКР|СМ,1724_25|1725_25,1724_25:doc_34536dc1|1724_25:doc_48ee9de4|1724_25:doc_5efb363f|1724_25:doc_801fee11|1724_25:doc_984f5a08|1724_25:doc_a624e984|1724_25:doc_b44ce08b|1724_25:doc_c8e972bf|1725_25:doc_10be5f2b|1725_25:doc_32fcaa56|1725_25:doc_3555e5a4|1725_25:doc_726dfa3d|1725_25:doc_93cc45b2|1725_25:doc_96e96f2d|1725_25:doc_c985f0bc|1725_25:doc_df6a5246
table_layout,4d409b9ec58eb41827652ad898d0ef3867926371,6,6,2,ИД|ИОС5.1|ИОС5.5.1,1724_25|1725_25,1724_25:doc_48ee9de4|1724_25:doc_5efb363f|1724_25:doc_801fee11|1725_25:doc_3555e5a4|1725_25:doc_726dfa3d|1725_25:doc_df6a5246
table_layout,8937ba27e274027df4724d4bbf61822fe95d12d3,6,2,2,СМ,1724_25|1725_25,1724_25:doc_b44ce08b|1725_25:doc_c985f0bc
table_layout,062f67be4d5d331dc00e8421fd37e9f35f560e37,5,1,1,ИОС5.4.1,1725_25,1725_25:doc_10be5f2b
table_layout,9c70601b4fb9f2af7f2003a48dabeb60901ad9f8,5,1,1,ИОС5.4.1,1724_25,1724_25:doc_c8e972bf
table_layout,048fecd3fdca043ffe522ffb99a8a9cc67cdd28a,4,4,2,ИД|СМ,1724_25|1725_25,1724_25:doc_801fee11|1724_25:doc_b44ce08b|1725_25:doc_c985f0bc|1725_25:doc_df6a5246
table_layout,07d26e933452b15874f59953250afdcd9d793d4e,4,4,2,ИД|СМ,1724_25|1725_25,1724_25:doc_801fee11|1724_25:doc_b44ce08b|1725_25:doc_c985f0bc|1725_25:doc_df6a5246
table_layout,3e6bd9c82949a9adf61bc29397b480503d92fd9e,4,2,2,ИОС5.5.1,1724_25|1725_25,1724_25:doc_48ee9de4|1725_25:doc_3555e5a4
table_layout,48e013aaf52c35e908bd8dc4bfca76f754b3d25d,3,1,1,ИОС5.4.1,1724_25,1724_25:doc_c8e972bf
table_layout,009b8ef8a1d2fd821628cda362f8f189f7297530,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_layout,101f16856a2c3fa995b0eac0c95f0e0cda2db812,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_layout,111c60d9fa3b0b7d0636ee3f9c8f07d350ed2c73,2,2,2,КР,1724_25|1725_25,1724_25:doc_a624e984|1725_25:doc_93cc45b2
table_layout,148440e540dbacf46479a99f8d017967f0b4d75b,2,2,2,ИОС5.5.1,1724_25|1725_25,1724_25:doc_48ee9de4|1725_25:doc_3555e5a4
table_layout,18364200aa1ca0287ee4a61f74fac6272ef98f9c,2,2,2,ИОС5.4.1,1724_25|1725_25,1724_25:doc_c8e972bf|1725_25:doc_10be5f2b
table_layout,26d16a4b3291359d19a9eaeff5f3a70c4be82c20,2,2,2,ИОС5.5.1,1724_25|1725_25,1724_25:doc_48ee9de4|1725_25:doc_3555e5a4
table_layout,298dafcaf50ad1d9c4825447093d2d253119a5c0,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_layout,2c34b086075607ccfef987e3fd8a53d5f72ddd7b,2,2,1,ИОС5.1|ИОС5.5.1,1724_25,1724_25:doc_48ee9de4|1724_25:doc_5efb363f
table_layout,36386419a33d0674bcbb3e0a009c8a5812922c89,2,2,2,ИОС5.1,1724_25|1725_25,1724_25:doc_5efb363f|1725_25:doc_726dfa3d
table_layout,3a1b562d3861d653831474dad26a649c2d6b9820,2,2,1,ИОС5.1|ИОС5.5.1,1724_25,1724_25:doc_48ee9de4|1724_25:doc_5efb363f
table_layout,425c9dfb01633d3e35cf0899aca4c1b71ce6ddf5,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_layout,4ba2fa6d13159e040ce46f2d93a18fd717417725,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_layout,4caa29c4e43568d4fa40784f4a6f0cf058b32ab3,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
