signature_type,signature,occurrence_count,document_count,object_count,sections,objects,documents
table_content,c1fbfb70bbb48b8e20a09444ef672b563584080e,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_content,c2d3d7d4f8446669666cb367a22a67645da22502,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_content,c902616788a4a9f6c35ae5b6cddebc09555fbe8d,2,2,2,СМ,1724_25|1725_25,1724_25:doc_b44ce08b|1725_25:doc_c985f0bc
table_content,ca9d0c70e6c47ad51ad238532451c88dff143210,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_content,cd7717fb752b64e27c8d2b4bb2e3280b8b5d8e2a,2,2,2,ИОС5.4.1,1724_25|1725_25,1724_25:doc_c8e972bf|1725_25:doc_10be5f2b
table_content,ceb20aae4bd32e0c1a6aa1fe20edb7e5841bb489,2,2,2,СМ,1724_25|1725_25,1724_25:doc_b44ce08b|1725_25:doc_c985f0bc
table_content,d1b5ae09d6d9bd68305a4d3015fec582a73f9a51,2,2,2,ИОС5.4.1,1724_25|1725_25,1724_25:doc_c8e972bf|1725_25:doc_10be5f2b
table_content,d7b44b5f3821b13dfbb83f5bd5e3c0bb963c3235,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_content,decd1e683da211ff262da6b8979970869d2f1d3b,2,2,2,СМ,1724_25|1725_25,1724_25:doc_b44ce08b|1725_25:doc_c985f0bc
table_content,df1028557c36993941c04ba8e24bb677b3dcca82,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_content,df2f40a8ae0d386acc1ad351b8d92d73b9485e96,2,1,1,ИОС5.5.1,1724_25,1724_25:doc_48ee9de4
table_content,eb8f734c94ddb6f9d00dbddf5f8b35d6c3a70b6c,2,2,2,ИОС5.4.1,1724_25|1725_25,1724_25:doc_c8e972bf|1725_25:doc_10be5f2b
table_content,f23166c5cf48216204f50d8a2366589ea5e3115d,2,2,2,ИД,1724_25|1725_25,1724_25:doc_801fee11|1725_25:doc_df6a5246
table_content,f8b50922d7d3907364845eebd34c86bfbb3c2939,2,2,2,ИОС5.5.1,1724_25|1725_25,1724_25:doc_48ee9de4|1725_25:doc_3555e5a4
table_content,fafd5e2999f77392d408a4957f86016f21977f4f,2,2,2,ИОС5.5.1,1724_25|1725_25,1724_25:doc_48ee9de4|1725_25:doc_3555e5a4
